symbol,trigger_ts,trigger_date,oi_mc,surge,log_mc_usd,log_oi_usd,change_before_24h,volatility_24h,volume_ratio,price_range_24h,body_ratio,consecutive_green,rsi_14,bb_position,atr_pct,oi_change_1h,oi_change_24h,oi_acceleration,vol_range_ratio,oi_surge_ratio,pre_surge_ratio,return_24h,return_48h,return_7d,label_long,label_short,label,max_profit_24h,max_drawdown_24h
KOMA/USDT,2025-04-23 03:30:00+00:00,2025-04-23,0.3164,0.1172,7.2473763270679985,6.747574773697262,23.71,0.02315269713601285,4.458785879412567,0.3850815850815851,0.8073878627968335,5.0,76.5467625899281,1.4867265048759972,0.028772221950144453,,,,11.578808367239658,,2.023037542662116,-22.93,-20.81,-24.07,not_long,short,short,12.615701062735663,-25.19712032910525
PNUT/USDT,2025-04-23 16:45:00+00:00,2025-04-23,1.726,0.1042,7.235275876687052,7.4723071242952255,23.92,0.014238830732795683,17.496896118571083,0.3142338416848221,0.6252891287586735,2.0,58.02054938142166,1.1253692836732199,0.035647801878168385,,,,55.681132320943796,,2.2955854126679465,-6.29,2.12,0.59,not_long,not_short,skip,5.276323443862707,-12.437463641652124
SWARMS/USDT,2025-04-23 02:30:00+00:00,2025-04-23,0.2597,0.3492,7.56192917799244,6.976375797432576,72.27,0.033331914380144274,18.49302939878004,0.7362428842504742,0.9701952723535462,1.0,82.6007326007326,1.4856725763032959,0.04628070037996003,,,,25.118109518446087,,2.069587628865979,-21.61,-19.55,-18.73,not_long,short,short,11.65341376473814,-27.337537702221017
FHE/USDT,2025-04-25 23:45:00+00:00,2025-04-25,0.2434,0.1004,7.461779061824185,6.848090727366621,16.52,0.014931975492323132,10.18726739272531,0.2434375,0.7744525547445249,1.0,82.05996131528045,1.4601204576069127,0.022251566146665038,,,,41.84756823712579,,1.645418326693227,-19.75,-16.47,-7.59,not_long,short,short,17.75580395528804,-22.295786758383485
TUT/USDT,2025-04-25 07:00:00+00:00,2025-04-25,0.3866,0.1871,7.450494954122174,7.03770945418356,23.03,0.018925146873777363,29.609255163196163,0.3296616837136111,0.9906890130353821,3.0,93.48659003831409,1.5154725997514584,0.021940589031821247,,,,89.81709621103187,,1.2308925708177447,-16.94,-21.09,-15.73,not_long,short,short,0.6516587677725338,-22.896919431279617
BMT/USDT,2025-04-27 09:15:00+00:00,2025-04-27,0.3827,0.1044,7.466212854232179,7.049068010063299,25.22,0.013671812848186004,21.7634309223492,0.33720930232558155,0.8503937007874006,1.0,86.75958188153311,1.3312043517285195,0.027708281210908185,,,,64.53982963179415,,2.415708812260536,8.23,10.68,31.17,long,not_short,long,27.495621716287232,-10.420315236427314
MUBARAK/USDT,2025-04-27 11:30:00+00:00,2025-04-27,0.3939,0.1026,7.611085733414873,7.206480218138785,19.31,0.013420916767102777,15.013170815968941,0.30196671709531,0.630182421227198,9.0,96.8660968660968,1.3882243693760767,0.021530012592696213,,,,49.71796547773284,,1.8820662768031189,-9.21,-20.74,-27.01,not_long,not_short,skip,5.362389813907931,-18.952007835455444
HAEDAL/USDT,2025-05-02 03:15:00+00:00,2025-05-02,0.2529,0.2367,7.475120418180122,6.878003089909909,33.91,0.025875968266579934,8.993340902649,0.5088567918194394,0.8554290718038529,1.0,81.86679630529892,1.489453502068805,0.03415524458171989,,,,17.673618682562772,,1.4326151246303338,24.12,-4.66,-10.66,not_long,not_short,skip,36.34671768785223,-20.525796825106603
STO/USDT,2025-05-02 10:15:00+00:00,2025-05-02,0.2969,0.4088,7.608097946325279,7.080689281941012,46.28,0.03680603685653335,131.17034020856042,0.8211595429538722,0.5913722826086956,10.0,97.56748273697427,1.5744784244923102,0.04322222222222224,,,,159.73794780088036,,1.1320939334637965,18.83,-5.65,-17.57,not_long,not_short,skip,21.333333333333336,-29.527777777777775
VINE/USDT,2025-05-02 16:00:00+00:00,2025-05-02,0.2024,0.1049,7.783747976831491,7.0899679913157465,36.0,0.015454178044533768,9.161624440256105,0.5265994844152802,0.5464015151515146,1.0,77.6022304832714,1.527550121747589,0.027899214967329486,,,,17.39770871676582,,3.431839847473785,-20.58,-36.48,-22.51,not_long,short,short,7.173412306679827,-22.671931556433034
KOMA/USDT,2025-05-08 16:45:00+00:00,2025-05-08,0.4039,0.2207,7.193554337205896,6.79985071804233,50.17,0.02351149577109451,43.4771603728863,0.5689757252812315,0.8488160291438984,2.0,84.70290771175728,1.5480627064779364,0.031016131714618315,,,,76.4130321225858,,2.273221567739012,27.4,19.13,1.79,long,not_short,long,65.8905704307334,-18.47109041521149
PNUT/USDT,2025-05-08 16:30:00+00:00,2025-05-08,1.8016,0.1458,7.327665387050042,7.583321390986938,41.77,0.01539178681817258,26.502810216048072,0.4349691606328776,0.9435146443514641,3.0,88.03229061553986,1.4848357226887308,0.0243122501763461,,,,60.93032015760988,,2.864883401920439,43.45,58.99,69.95,long,not_short,long,59.88243592758054,-12.833294145309193
MUBARAK/USDT,2025-05-10 00:00:00+00:00,2025-05-10,0.4305,0.1161,7.827239999505646,7.4611660607338655,113.34,0.03197131199650843,7.127399188470893,1.2030099263528657,0.6676217765042983,3.0,81.3907448651324,1.166807866712217,0.0678986092799728,,,,5.924638718550598,,9.762273901808786,-30.65,-24.0,-29.74,not_long,short,short,7.3980351295028335,-39.37183685620721
HIPPO/USDT,2025-05-14 09:30:00+00:00,2025-05-14,0.2374,0.1472,7.682596291460554,7.0579890806246475,35.21,0.025045809140778707,32.373978525573676,0.6632903621853898,0.5057283142389523,3.0,66.87087653157398,1.3171132074949974,0.05607476635514018,,,,48.80815457488155,,2.3919836956521743,-33.64,-19.92,-36.93,not_long,short,short,15.264797507788174,-37.81931464174454
HAEDAL/USDT,2025-05-21 10:00:00+00:00,2025-05-21,0.474,0.1703,7.480738802428658,7.156483729662458,20.78,0.016960190987005574,156.85863972395026,0.5348511214230471,0.3872622171906892,5.0,86.90603188149593,1.5707860904215258,0.03504043995428807,,,,293.2753310988778,,1.2201996476805637,26.74,12.88,2.83,long,not_short,long,44.650074452244205,-14.770551720136904
STO/USDT,2025-05-22 05:00:00+00:00,2025-05-22,0.2615,0.1207,7.525165614846787,6.942650928408253,25.31,0.017332461296534485,31.694400511087924,0.3619090499774878,0.8444913020558774,3.0,84.45790683100064,1.2874610733890275,0.03350720962179507,,,,87.57559534103788,,2.096934548467274,-13.29,-11.58,-20.48,not_long,short,short,3.4563916347252865,-17.961132405352707
JELLYJELLY/USDT,2025-06-13 16:15:00+00:00,2025-06-13,0.5625,0.1775,7.48358691188002,7.233710102664187,28.05,0.023613465787557648,51.281032710643444,0.5563415866599294,0.8912621359223298,2.0,86.85082872928177,1.5187253766278808,0.027844241144733786,,,,92.17544390042085,,1.5802816901408452,-6.47,-0.95,-3.71,not_long,not_short,skip,12.873563218390792,-15.763546798029559
HAEDAL/USDT,2025-06-16 09:00:00+00:00,2025-06-16,0.3983,0.1929,7.380980076308298,6.981205497848504,23.62,0.01886770905268567,86.15155602166385,0.341233453732548,0.7471423752951319,3.0,96.18925943874177,1.5785338290332047,0.019601072920347806,,,,252.47101384493132,,1.2244686365992743,-9.63,-1.59,2.95,not_long,not_short,skip,5.108885194046797,-16.53270611135893
