symbol,trigger_ts,trigger_date,oi_mc,surge,log_mc_usd,log_oi_usd,change_before_24h,volatility_24h,volume_ratio,price_range_24h,body_ratio,consecutive_green,rsi_14,bb_position,atr_pct,oi_change_1h,oi_change_24h,oi_acceleration,vol_range_ratio,oi_surge_ratio,pre_surge_ratio,return_24h,return_48h,return_7d,label_long,label_short,label,max_profit_24h,max_drawdown_24h
MYX/USDT,2025-06-21 09:45:00+00:00,2025-06-21,0.3418,0.1535,7.151087114358346,6.68480175054609,22.78,0.021709605807962228,8.281267890073991,0.5329134498171476,0.8805704099821741,5.0,93.90593047034766,1.2981916886068419,0.036027020265198884,,,,15.53961134385977,,1.4840390879478829,-17.81,17.59,70.28,long,short,long,1.643540347568373,-28.51946652296915
BR/USDT,2025-06-23 21:30:00+00:00,2025-06-23,0.3622,0.504,7.290415287328494,6.849368794347295,62.65,0.042075217010212544,177.11279684318558,0.6610808546292417,0.9123729407641081,2.0,99.30624380574827,1.5808045094340468,0.0313465499485067,,,,267.91397089016726,,1.2430555555555556,2.68,2.45,2.72,not_long,not_short,skip,14.868692070030898,-34.642121524201855
FUN/USDT,2025-06-23 03:30:00+00:00,2025-06-23,3.1035,0.1102,7.020475477136164,7.512333337490242,40.4,0.02088015952472749,3.3296336546376875,0.6152477009789381,0.7625272331154677,1.0,86.164339071127,1.0683661765403618,0.03982438365417087,,,,5.411858751101081,,3.6660617059891103,-6.03,-7.93,-5.48,not_long,not_short,skip,35.309692671394814,-13.853427895981085
H/USDT,2025-06-25 13:30:00+00:00,2025-06-25,1.2249,0.1677,6.726126440643148,6.814230476731666,24.42,0.05155742522473528,2.4898464685859314,0.5937707090788602,0.848866498740555,2.0,61.84909670563233,0.5,0.061761661186213616,,,,4.193279376223404,,1.456171735241503,-52.56,-55.54,57.33,not_long,short,short,14.023870417732297,-52.89855072463768
H/USDT,2025-07-02 02:45:00+00:00,2025-07-02,2.7238,0.1183,6.9621798529087675,7.397356863633215,79.56,0.02321335568599161,4.524240773218643,1.015468824369348,0.6690140845070425,2.0,75.68103021297665,1.5219532300057472,0.03758840169731262,,,,4.455322176954473,,6.725274725274725,-21.2,-3.97,-31.09,not_long,short,short,17.388613861386148,-23.898514851485142
BR/USDT,2025-07-03 22:00:00+00:00,2025-07-03,0.3503,0.3031,7.473457772815446,7.017892225484668,48.54,0.039796681440184285,12.885139176061328,1.9402380952380953,0.8350515463917526,5.0,95.32515621383935,1.5208641616875174,0.06346525096525096,,,,6.641009269782498,,1.6014516661167932,8.11,8.06,-39.59,not_long,not_short,skip,18.6402027027027,-23.555743243243256
MYX/USDT,2025-07-06 21:30:00+00:00,2025-07-06,1.1483,0.1262,7.381532597206039,7.441600632932667,111.37,0.023623112843587105,1.8983889887537009,1.2135856708347412,0.7461741424802107,1.0,80.4702627939142,1.1819149100714417,0.040760531171815745,,,,1.5642809851635204,,8.824881141045958,-21.13,-15.26,-36.52,not_long,short,short,13.241936762025519,-21.943101672081777
ALPINE/USDT,2025-07-07 09:30:00+00:00,2025-07-07,0.3632,0.1167,7.008122355389898,6.568305472841825,35.52,0.013530578856577633,102.75085175421876,0.38570557756781465,0.7988064791133848,6.0,96.49608114338403,1.4023236211570884,0.024592644505678267,,,,266.3971115018505,,3.0437017994858615,-4.44,-5.98,-1.8,not_long,not_short,skip,14.840004459806,-12.944586910469392
VIC/USDT,2025-07-07 06:15:00+00:00,2025-07-07,0.6405,0.1208,7.450966349065559,7.257488139381786,46.92,0.01681915860694223,11.511918869203054,0.5102717031146453,0.849122807017544,1.0,71.89460476787954,1.0591007944603725,0.04498886414253896,,,,22.560370874840796,,3.884105960264901,42.09,39.73,40.45,long,not_short,long,61.603563474387535,-11.180400890868603
JELLYJELLY/USDT,2025-07-09 23:15:00+00:00,2025-07-09,0.3269,0.1757,7.379305118816011,6.893743069798675,20.47,0.018480544960988013,75.63838829053658,0.37872340425531903,0.643884892086331,1.0,84.39425051334702,1.5133491099280156,0.02457500745600958,,,,199.71933986827082,,1.1650540694365394,2.71,-1.63,-1.67,not_long,not_short,skip,12.484342379958235,-14.989561586638834
ZEREBRO/USDT,2025-07-09 23:30:00+00:00,2025-07-09,0.4465,0.2711,7.5449143911816945,7.194781801559336,32.34,0.02479728213037135,181.5755626292526,0.4125336409073435,0.8165938864628817,2.0,92.31601731601732,1.574069172742755,0.02529634608334352,,,,440.1472864852617,,1.1929177425304318,-8.01,-9.01,-4.96,not_long,not_short,skip,27.08867978329057,-22.982606216139146
STO/USDT,2025-07-10 15:00:00+00:00,2025-07-10,0.232,0.1408,7.410909660352678,6.776437041012356,68.4,0.020660886892965344,11.151107817691145,0.7221476510067115,0.7843246247915505,2.0,88.4233470573989,1.1102574875732585,0.0545009185548071,,,,15.441589821895727,,4.857954545454546,-20.88,-29.36,-21.48,not_long,short,short,1.7408800629866272,-26.664333829061317
HIPPO/USDT,2025-07-13 20:00:00+00:00,2025-07-13,0.2427,0.1063,7.404662700873722,6.789695051924843,33.7,0.019144502901918558,6.2941870847740935,0.42668136714443217,0.8271186440677958,1.0,66.91957511380883,0.9538004074643126,0.04436504810667864,,,,14.7514927283982,,3.1702728127939794,-13.82,5.24,-2.91,not_long,short,short,17.329657345411565,-14.060653800708945
EPIC/USDT,2025-07-18 20:15:00+00:00,2025-07-18,0.349,0.142,7.6712395189304905,7.214086642041248,120.13,0.028547577242320942,18.16062614387328,1.624551063633852,0.431547619047619,6.0,89.15171288743883,1.214592273316765,0.06775068541095491,,,,11.178858301474971,,8.459859154929578,-24.4,4.36,-14.84,not_long,short,short,16.37403021641488,-29.808084932625555
FHE/USDT,2025-07-20 17:00:00+00:00,2025-07-20,0.3651,0.1472,7.310066158991976,6.872455046169886,16.18,0.01409888703352057,328.25826859339827,0.20673900628212438,0.7874251497005991,1.0,91.8759231905465,1.5721335403582357,0.01638301949239638,,,,1587.7906859310517,,1.0991847826086958,-24.44,-27.81,-34.0,not_long,short,short,3.0606023655651793,-25.277405194488477
M/USDT,2025-07-20 18:00:00+00:00,2025-07-20,0.2672,0.1205,7.646991537477122,7.073809817424597,32.02,0.015742266088844357,14.536912330682966,0.3400481058328322,0.9426877470355739,2.0,88.5416666666666,1.4199853599214483,0.026004766198634545,,,,42.749575960965124,,2.657261410788382,-8.27,-13.91,-26.17,not_long,not_short,skip,6.605049594229029,-11.58701532912534
TA/USDT,2025-07-21 07:30:00+00:00,2025-07-21,0.2909,0.307,7.486487153065907,6.950172787535276,0.0,,,,,,,,,,,,,,0.0,-38.29,-39.99,-54.73,not_long,short,short,6.694069289489124,-40.75161479741632
PIPPIN/USDT,2025-07-22 01:30:00+00:00,2025-07-22,0.3163,0.1048,7.37325251457863,6.873338973188039,22.96,0.015232457999019528,19.204636932328164,0.2835269271383316,0.7368421052631582,2.0,73.50800582241632,1.3465454361620846,0.031813233337365444,,,,67.73479022314625,,2.1908396946564888,-3.39,-13.12,-33.7,not_long,not_short,skip,22.52328535139714,-19.517358171041487
H/USDT,2025-07-23 16:15:00+00:00,2025-07-23,1.4812,0.1543,6.863789208499044,7.034400943829016,24.15,0.015916487990807787,26.397090742857422,0.31785571941012336,0.820781696854148,5.0,91.6212534059945,1.5117888100109078,0.026078857497671512,,,,83.0473989640493,,1.5651328580686972,-20.06,-21.56,-37.69,not_long,short,short,6.628376280658177,-23.672772430922084
FHE/USDT,2025-07-30 16:00:00+00:00,2025-07-30,0.4215,0.1096,7.209112703738592,6.833915534707017,31.23,0.020271669832322328,3.2411523977379972,0.4022572402044294,0.8734693877551021,2.0,79.25311203319501,1.511512542322125,0.025989010989010984,,,,8.057412207399487,,2.8494525547445253,-5.48,7.09,9.52,not_long,not_short,skip,0.692307692307681,-14.230769230769235
VIC/USDT,2025-07-30 04:45:00+00:00,2025-07-30,0.2012,0.1176,7.5730909700111075,6.87679330361581,23.76,0.015506753578681228,40.87872962852491,0.2516722408026756,0.8767507002801117,2.0,82.1648216482165,1.3751573132330939,0.028653088673263532,,,,162.42844065021856,,2.0204081632653064,-7.94,-11.84,-8.07,not_long,not_short,skip,3.530598520511097,-12.979152656355087
MEME/USDT,2025-07-31 15:30:00+00:00,2025-07-31,7.4806,0.155,6.314543644575095,7.188477567332023,19.44,0.016016948469844222,81.12782438097732,0.29498164014687867,0.8393939393939397,5.0,77.33887733887734,1.4681791125810926,0.023601882613510507,,,,275.0266909512801,,1.254193548387097,-4.51,-12.35,-17.39,not_long,not_short,skip,15.697674418604656,-13.517441860465118
M/USDT,2025-08-02 16:15:00+00:00,2025-08-02,0.3129,0.1421,7.64855515566267,7.143993889050498,24.67,0.017460204267242423,30.97437945987123,0.29732090856144444,0.9651567944250871,3.0,89.88860325621245,1.4898399093397403,0.023167757669105372,,,,104.17827528422897,,1.7361013370865588,-2.22,25.56,6.33,long,not_short,long,8.760107816711592,-15.81311769991014
MYX/USDT,2025-08-03 20:15:00+00:00,2025-08-03,0.5805,0.1073,7.5226762517077415,7.286489209017303,56.61,0.01616932601091917,10.003553033335047,0.8441678192715537,0.3849829351535833,2.0,89.28362287722038,1.1109840390295251,0.04980573391681326,,,,11.850194718352657,,5.275862068965517,147.37,894.97,873.23,long,not_short,long,176.35843114801028,-16.404237045519622
TST/USDT,2025-08-06 17:45:00+00:00,2025-08-06,0.5837,0.1158,7.626830812306722,7.392986023311894,11.44,0.011420685149698923,35.619889077819614,0.1550289891605748,0.8366247755834827,2.0,84.86238532110087,1.5702380935676574,0.017129497089416943,,,,229.76276418164284,,0.9879101899827288,-40.3,-41.59,-41.3,not_long,short,short,10.732576263638393,-64.46225784903139
TA/USDT,2025-08-07 08:00:00+00:00,2025-08-07,0.3715,0.1679,7.066176785772006,6.636081595882052,18.28,0.017698034940554493,23.032210277814674,0.3650190114068441,0.5670731707317069,1.0,88.46153846153845,1.4001165934751376,0.02914550673437847,,,,63.098659406929784,,1.0887432995830852,-2.78,2.16,-11.31,not_long,not_short,skip,26.738794435857827,-14.374034003091186
FIO/USDT,2025-08-08 13:45:00+00:00,2025-08-08,0.3729,0.1027,7.242004365027382,6.81361194178763,18.88,0.014329508151164693,5.465247302504364,0.34819121447028417,0.9234449760765547,2.0,77.39938080495352,1.0382076433203578,0.033404578047435206,,,,15.696109135949458,,1.8383641674780915,10.86,-1.54,-12.64,not_long,not_short,skip,20.65637065637067,-9.36293436293435
BULLA/USDT,2025-08-09 16:30:00+00:00,2025-08-09,0.2523,0.1146,7.491384108454902,6.893370887575573,43.42,0.020090074721741628,6.508150421699473,0.5891608391608392,0.5505563618771168,4.0,91.11191075926592,1.4160236606915675,0.03123064616019817,,,,11.046474899739165,,3.7888307155322867,-23.16,-26.54,-25.88,not_long,short,short,29.344291907514464,-27.72760115606937
GTC/USDT,2025-08-13 14:30:00+00:00,2025-08-13,0.2533,0.1809,7.614063730863301,7.017632502737809,55.12,0.023783138280077373,83.66969449725734,0.652317880794702,0.692307692307692,4.0,95.32163742690058,1.444690432886243,0.03768996960486323,,,,128.2652169450341,,3.046987285793256,-11.91,-22.77,-30.85,not_long,short,short,16.595744680851077,-15.957446808510634
ALPINE/USDT,2025-08-15 16:30:00+00:00,2025-08-15,1.4561,0.1293,7.269214719700273,7.432415123856179,20.77,0.017262065699001457,13.046425393020638,0.3280930671278101,0.7677181482998772,2.0,77.45007680491545,1.5326102184763297,0.02442069603785774,,,,39.76440437230679,,1.6063418406805878,33.97,49.61,22.97,long,not_short,long,38.52829727417184,-11.655054394328324
FHE/USDT,2025-08-22 18:45:00+00:00,2025-08-22,0.6958,0.1526,7.254736544665375,7.0972460269164355,49.79,0.01968679116406048,14.281989931271955,0.6403450564034506,0.7611464968152865,1.0,90.83870967741939,1.2766536796770918,0.044657696873763364,,,,22.303584276089982,,3.2627785058977716,13.8,-7.65,-27.96,not_long,not_short,skip,128.53185595567868,-14.68144044321329
HEI/USDT,2025-08-22 14:45:00+00:00,2025-08-22,0.2256,0.1255,7.620741208388755,6.974169833403262,14.36,0.01280498747227441,169.2751585230851,0.19786759236300516,0.886477462437396,1.0,90.50632911392398,1.5192383986992561,0.018280795417054085,,,,855.4971357438627,,1.144223107569721,-1.95,-0.97,-4.39,not_long,not_short,skip,2.5824060466092646,-11.148435859752247
BR/USDT,2025-08-23 09:15:00+00:00,2025-08-23,0.2644,0.144,7.159320501662789,6.581603244604668,14.9,0.013643720245129495,181.06534465586944,0.25651825110308857,0.5793269230769232,3.0,99.3297587131368,1.5895060981939475,0.01614106645443689,,,,705.8575515669784,,1.0347222222222223,33.46,29.11,34.07,long,not_short,long,46.84888579387185,-12.656685236768805
M/USDT,2025-08-24 13:15:00+00:00,2025-08-24,0.2229,0.1182,7.6773331514199015,7.02548868114663,10.22,0.011937028213239694,49.90835702158127,0.22485632183908028,0.5835266821345713,2.0,83.85269121813029,1.5595292658100317,0.019535121174810047,,,,221.95665486914115,,0.8646362098138748,-7.36,-7.5,36.12,not_long,not_short,skip,7.525751524069779,-10.59491276014295
PARTI/USDT,2025-08-26 06:15:00+00:00,2025-08-26,0.2176,0.1029,7.647934291394095,6.985539860889847,12.9,0.01272336235534247,48.781251265963746,0.3014608233731739,0.7265306122448986,1.0,93.33333333333331,1.351587667668937,0.022499251272836203,,,,161.81622115978286,,1.2536443148688046,-4.19,-1.89,-2.88,not_long,not_short,skip,2.7253668763102867,-14.465408805031444
TA/USDT,2025-08-29 14:00:00+00:00,2025-08-29,0.7192,0.1226,7.150584529579094,7.007460784335388,40.7,0.01907591119528652,22.63756410538275,0.5308641975308642,0.7878787878787862,1.0,84.5185185185185,1.2867963231898407,0.04195905901174415,0.3674142024841358,0.8387260227940573,0.2750959199120896,42.64285331479076,6.841158424095084,3.3197389885807507,68.9,24.48,81.71,long,not_short,long,90.69737846780353,-11.287859506235687
HEMI/USDT,2025-08-31 04:30:00+00:00,2025-08-31,0.2633,0.148,7.358403650970035,6.7788402907425205,9.99,0.020671291914080892,4.029122308333325,0.44401779728164803,0.8744915746658914,4.0,91.43003763256925,1.412028545238444,0.031492811257265205,0.07844740169592934,0.33792095239131964,0.10776439739826615,9.074236062158528,2.2832496783197276,0.675,13.36,37.69,57.52,long,not_short,long,42.47109207708779,-13.276231263383288
Q/USDT,2025-09-02 07:30:00+00:00,2025-09-02,0.3228,0.2014,6.992118740709587,6.50103377920716,0.0,,,,,,,,,,,,,,0.0,-12.79,-19.03,49.05,not_long,short,short,19.388401339002968,-25.766760155613856
JELLYJELLY/USDT,2025-09-03 16:00:00+00:00,2025-09-03,1.0555,0.1024,7.537188835441468,7.560648682137292,30.74,0.024858433325005248,5.720500410197572,0.633780584056827,0.8695652173913041,2.0,53.522336769759455,0.6102085978022849,0.08254198631557123,-0.03568386445442293,0.08034683079021801,-0.05048134237377896,9.025995043238263,0.7846370194357227,3.001953125,15.82,18.17,21.97,long,not_short,long,24.179970972423792,-10.537010159651672
ESPORTS/USDT,2025-09-04 08:00:00+00:00,2025-09-04,0.219,0.1264,7.286543454666256,6.6270220748104665,18.69,0.014728533030577824,49.51980163259244,0.24773148599863398,0.828985507246377,1.0,82.03398974912326,1.1740804013656005,0.037219313684824146,0.34709820257345714,0.6911241529651833,0.11715349948538176,199.89304723609294,5.46775437472455,1.4786392405063291,-9.47,-13.6,0.28,not_long,not_short,skip,6.1680922859609355,-15.129875225614054
BMT/USDT,2025-09-07 16:15:00+00:00,2025-09-07,0.2102,0.1274,7.272879791594418,6.59551507023798,19.03,0.012763202939755986,251.3450309129278,0.20452310717797442,0.8751322751322751,3.0,96.74868189806688,1.5635436218310061,0.013783947363283177,0.2605176757214038,0.2370517825780645,0.2574521871382931,1228.9321944156134,1.860689031224996,1.4937205651491365,-6.33,-11.45,-2.57,not_long,not_short,skip,2.2276889435561165,-12.464124641246421
AIO/USDT,2025-09-08 17:30:00+00:00,2025-09-08,0.2055,0.2127,7.476643804067938,6.789494408712264,77.65,0.034149699639249735,10.11275366747521,0.8186874304783093,0.9379622021364005,2.0,72.33159621694654,1.1284469026817208,0.08462213928983041,0.011355398269792009,0.093930523992561,-0.0020040620438682,12.352398841114422,0.4416103619772496,3.650681711330513,-18.99,-21.31,-0.3,not_long,short,short,9.327698809066476,-33.991548213599685
TA/USDT,2025-09-08 12:00:00+00:00,2025-09-08,0.7887,0.2216,7.640073784065389,7.536987046309679,134.42,0.04966510387051737,2.550281135149156,1.423645320197044,0.9134315964293127,1.0,66.6517923546036,1.08621774920824,0.09049974968342316,0.08099525768810115,0.07292046725478461,0.1105590261154445,1.791373946142833,0.3290634803916273,6.065884476534295,-35.13,-37.26,-52.75,not_long,short,short,57.258297258297254,-44.34137291280148
XNY/USDT,2025-09-08 11:30:00+00:00,2025-09-08,0.5451,0.116,7.474871583227693,7.2113750070637925,52.41,0.026386636765376188,7.019202309423138,0.6429708222811671,0.7334515366430269,3.0,74.4848098576588,1.2894689271714797,0.05205466337984347,0.14161339366839384,0.27623606287304237,0.1437065726500139,10.91682867430909,2.3813453695951927,4.518103448275861,-8.61,-0.23,-23.66,not_long,not_short,skip,41.489361702127646,-10.504272072373933
TST/USDT,2025-09-10 10:45:00+00:00,2025-09-10,0.4369,0.1489,7.481938816634921,7.122288636989046,26.45,0.015866961955402145,106.7335123893579,0.4447154471544716,0.5494071146245053,2.0,88.50129198966405,1.4759158099455096,0.03026333318531017,0.07014899236348032,0.060112793781976856,0.06465414880812362,240.00405893767862,0.4037125170045457,1.776359973136333,-14.52,-15.51,43.46,not_long,short,short,10.506683245259563,-16.474976686353738
F/USDT,2025-09-11 10:00:00+00:00,2025-09-11,0.5544,0.1446,7.005480809979401,6.74928509501996,51.22,0.025031852105546173,14.764649489317222,0.5485722918869921,0.8869625520110958,2.0,71.57978301137867,1.2777183012711175,0.053724837421884886,0.6828543695131026,2.0234939967695964,0.5335432726898364,26.914683274522357,13.99373441749375,3.5421853388658366,-11.17,42.36,73.3,long,short,long,16.04621309370988,-20.55890194529476
HEMI/USDT,2025-09-11 20:45:00+00:00,2025-09-11,0.2027,0.1609,7.710110592435508,7.01694922835753,29.28,0.02080978904184615,13.545766991244747,0.4830087819778543,0.7808072133963071,1.0,85.1666666666667,1.363827905836709,0.03048916594076653,0.07550565972289175,0.1834955217463663,0.05793528429410558,28.044556324165992,1.1404320804621897,1.8197638284648852,-22.28,-5.7,17.38,not_long,short,short,3.612804878048781,-27.9077743902439
NAORIS/USDT,2025-09-11 00:15:00+00:00,2025-09-11,0.2527,0.1754,7.794147232298276,7.196785952956602,203.65,0.06320210056868156,2.267900025219088,3.007745010425975,0.8776896942242358,2.0,85.06815365551425,1.343523114525259,0.06550827878321139,0.07328968714210386,0.5178510062367878,-0.020509561028222004,0.754020044038871,2.952400263607684,11.610604332953251,-28.74,-22.43,-44.72,not_long,short,short,10.92606854062379,-39.92106276472853
ASR/USDT,2025-09-12 13:45:00+00:00,2025-09-12,0.238,0.1053,7.364459549385659,6.741115498100442,13.14,0.010450413133252045,45.60937211642505,0.14520773344302745,0.9706959706959722,3.0,92.01183431952671,1.5825537484388081,0.011198438382904343,-0.00043088042708670955,0.04490653756506635,-0.0007761471280026144,314.0974040085818,0.426462844872425,1.2478632478632479,-6.54,-5.97,-12.15,not_long,not_short,skip,0.46745774901113535,-9.924487594390518
H/USDT,2025-09-13 16:45:00+00:00,2025-09-13,2.0946,0.1177,6.9166611497053445,7.237759876545605,69.52,0.021721451895882725,6.534935262232111,0.7246001881467545,0.9184652278177458,3.0,65.5045871559633,1.3019646765087494,0.04703329930102882,0.07238701372437208,0.24966768348331392,0.0637416768136811,9.018677291467359,2.1212207602660484,5.906542056074766,-24.09,-39.98,-22.29,not_long,short,short,27.542605827377663,-26.12699285321606
Q/USDT,2025-09-13 22:45:00+00:00,2025-09-13,0.3845,0.1092,7.3259266119288275,6.910842564389466,43.01,0.020698522993691487,5.5420682474698095,0.6038982490915099,0.7914979757085008,1.0,85.60773802587107,1.2568768782333846,0.042157808632912484,0.06843290889093372,0.1974691750236341,-0.003125033394905413,9.17715568112205,1.8083257786047078,3.9386446886446884,-4.95,13.17,19.84,long,not_short,long,44.17131591090229,-17.119006669742852
BTR/USDT,2025-09-14 12:45:00+00:00,2025-09-14,0.2653,0.1237,7.698869774976466,7.12253697357468,54.47,0.020686266779407853,23.386693919728962,0.6366029529586815,0.7358036573628486,6.0,95.59078523656183,1.4006190822846845,0.03860989960500329,0.3840948532057322,0.3537726082056376,0.35054489822338086,36.73670348375978,2.859924076035874,4.403395311236863,-24.52,-22.58,-24.22,not_long,short,short,28.103398617511523,-31.487615207373278
MUBARAK/USDT,2025-09-17 02:15:00+00:00,2025-09-17,0.3294,0.1244,7.6344772701607315,7.152196398790683,42.34,0.017581031087549655,9.200658506117595,0.4700538358008075,0.8784530386740329,3.0,83.30078124999997,1.4330475392557442,0.032184289028836605,0.15604244455831692,1.0162944152546345,0.13217292390390648,19.573627115376873,8.169569254458477,3.403536977491962,-17.7,-9.74,-23.62,not_long,short,short,3.8051044083526664,-22.923433874709975
TST/USDT,2025-09-17 02:15:00+00:00,2025-09-17,0.6068,0.2739,7.816909764541968,7.599938031945342,156.05,0.0358005797864406,11.25536885040522,1.7246704331450093,0.8413948256467944,3.0,93.33540952974151,1.3178857310861356,0.06045298671430624,-0.040645128279286125,0.6303741044385155,-0.0771859215245802,6.5260983397741565,2.301475372174208,5.697334793720337,-33.36,-33.22,-49.91,not_long,short,short,5.131522207848205,-40.10349288486418
LA/USDT,2025-09-18 10:00:00+00:00,2025-09-18,0.6964,0.4508,7.525692162053429,7.3685464726276235,54.1,0.03809305610573607,335.0742562399001,0.6814357823892319,0.7844748858447486,3.0,96.24804585721728,1.5856424156424747,0.033795829780637186,0.9499640639482677,0.8299289354553399,0.9540219320169098,491.7180237660425,1.8410136101493786,1.2000887311446318,-30.78,-34.17,-33.19,not_long,short,short,8.446373666124085,-32.62796165671911
F/USDT,2025-09-21 08:30:00+00:00,2025-09-21,0.3131,0.1222,7.27554168840131,6.771276235226072,9.42,0.014043580476961293,39.08650821977538,0.2758229999370555,0.5701194112746457,2.0,85.57264957264951,1.5648312619063653,0.025965762763217715,0.11010251944357226,0.19697298068826502,0.1095654639899639,141.70866181824996,1.6118901856650165,0.7708674304418984,-14.01,-22.62,-33.49,not_long,short,short,10.843054082714755,-19.909862142099676
IN/USDT,2025-09-24 08:15:00+00:00,2025-09-24,0.2487,0.2361,7.445969915110886,6.84166180686982,51.29,0.02840443401862821,126.3257616580675,0.6378248974008209,0.7529007305543622,4.0,98.40697324917342,1.4828282326714994,0.03697185840432323,2.588476786751624,2.4588837670032238,2.5966804438362003,198.05711908213902,10.414586052533773,2.172384582803897,-2.62,-14.39,-0.83,not_long,not_short,skip,43.900577782622904,-20.952796249863724
XPIN/USDT,2025-09-28 15:15:00+00:00,2025-09-28,0.5358,0.1045,7.170034884022737,6.899050506396218,14.26,0.011986788829947975,32.09178698551364,0.2084213141224692,0.8387395736793327,2.0,90.18966644865924,1.4632003111867482,0.01851243372414309,0.2843941098272649,0.2951390112130586,0.26478312962825207,153.97555245552468,2.8242967580196994,1.3645933014354068,-12.22,-23.91,-5.29,not_long,short,short,16.424464192368006,-16.476738107684273
SUPER/USDT,2025-09-29 08:45:00+00:00,2025-09-29,2.0077,0.3382,6.951755775118768,7.254444965244415,34.62,0.02968887377261329,573.0153160375228,0.4620240678634838,0.7864513234634366,3.0,96.68737060041398,1.5891062487574052,0.02670977573673263,0.9846464684270784,0.9611929443302069,0.9839894416311661,1240.2282822349289,2.8420844007398194,1.0236546422235362,-11.95,-14.83,-12.2,not_long,short,short,33.91956177021769,-25.299120657344677
Q/USDT,2025-10-06 15:45:00+00:00,2025-10-06,0.4313,0.1226,7.638799212613271,7.273541776973954,56.94,0.028451716411719723,7.172983065570772,0.6090301548492256,0.9315807799442889,2.0,79.25340054756423,1.176830771375529,0.05963897927527609,0.061068947368833795,0.3041675985847282,0.014210229112352854,11.777714138549593,2.4809755186356295,4.64437194127243,-1.65,-45.24,-48.31,not_long,not_short,skip,9.243611723405998,-22.69777124663238
KOMA/USDT,2025-10-07 23:45:00+00:00,2025-10-07,0.2965,0.1857,7.18521697803392,6.657296943720972,21.71,0.022281865964963378,9.012821781641408,0.2815249266862171,0.9519230769230772,1.0,82.75862068965515,1.5368167140933708,0.01946767631103074,0.12975752331332407,0.1575909124648808,0.13226668802532957,32.01429403687207,0.8486317310979041,1.169089929994615,9.26,0.67,-26.58,not_long,not_short,skip,49.76265822784809,-15.822784810126578
BMT/USDT,2025-10-08 04:00:00+00:00,2025-10-08,0.2106,0.1169,7.246829001424011,6.57030226005107,6.74,0.013414478754423632,26.556399900073128,0.1876881900301103,0.7372188139059308,3.0,80.27156549520765,1.5627884122655205,0.025561291125069965,0.15122063724101079,0.13876279599291585,0.07729305918786439,141.49211996669985,1.1870213515219492,0.5765611633875106,-1.87,-1.89,-37.47,not_long,not_short,skip,8.837614279494987,-11.159483384124226
STO/USDT,2025-10-09 11:30:00+00:00,2025-10-09,0.2651,0.1307,7.665721790288022,7.089112914142406,19.0,0.026173770000166987,3.3655645326719994,0.3285910395607137,0.7360594795539034,1.0,67.79483600837403,1.4952871243532482,0.03559265488816912,0.10008569806277588,0.02451295793904861,0.10908687120915432,10.242411166084596,0.18755132317558232,1.4537107880642692,2.96,-14.2,-14.14,not_long,not_short,skip,10.927313418312746,-12.114430281210476
ZEREBRO/USDT,2025-10-11 15:45:00+00:00,2025-10-11,0.6036,0.2483,7.636867532435437,7.417584246418282,160.46,0.11857544681876114,10.941579230195124,9.768472906403941,0.8041044776119399,2.0,90.46225863077824,1.1577231969827628,0.09817720350715274,0.15257619342217152,1.511353971537745,-0.18657175252141003,1.120091065925169,6.08680616809402,6.4623439387837305,-31.06,1.02,-17.63,not_long,short,short,36.2251961236733,-32.741116751269026
EVAA/USDT,2025-10-13 08:00:00+00:00,2025-10-13,0.3909,0.1064,7.2312153365087966,6.823276665023263,35.12,0.021652575802864425,5.236603906751309,0.43331018642166547,0.6742032143830017,1.0,92.30134726422875,1.2076400877814462,0.03873292215110113,0.02013707935511928,-0.03209226341462005,0.008253804125494939,12.085116091998431,-0.30161901705469973,3.300751879699248,-22.78,0.76,29.98,not_long,short,short,4.274666770294955,-24.116892705864068
H/USDT,2025-10-13 22:45:00+00:00,2025-10-13,2.1076,0.1116,7.29733473762286,7.621117980581121,134.02,0.028603426620204302,4.096683235264486,1.5183246073298426,0.6729294478527602,1.0,82.14956195244058,0.9878051185510526,0.06069038221089017,0.00016430506098490146,0.4467555857887202,-0.03894328939163241,2.698160337708679,4.003186252587098,12.008960573476703,-18.87,-28.23,-22.12,not_long,short,short,17.15576912075969,-18.952005034036958
SKYAI/USDT,2025-10-13 04:00:00+00:00,2025-10-13,0.2069,0.1842,7.757092220118933,7.072866885417491,237.23,0.05255445734645036,3.4496898198361814,3.703637447823495,0.7818821459982412,1.0,58.75271693696707,0.5496413969957497,0.14008297510746776,-0.025844615315383325,1.8114828138261199,0.15138485091960174,0.9314329138408107,9.834325807959392,12.878935939196523,-32.47,-43.98,-53.97,not_long,short,short,15.132960111966387,-43.037088873338
TA/USDT,2025-10-15 14:15:00+00:00,2025-10-15,0.5858,0.1339,7.261952432844132,7.02973740103314,133.93,0.03912922758232244,5.628702732333217,1.4307292895916923,0.7396668723010487,2.0,82.95284431137725,1.1029598068494035,0.08229584300485333,-0.017955888430407223,0.2728077902427736,-0.01072867776633182,3.9341493693328666,2.0373994790349035,10.002240477968634,-49.63,-50.28,-55.08,not_long,short,short,7.198424421467253,-54.01280157557853
